Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
20-12-2010,-0.554907704,-1.292811376,-0.514869805,-0.413722946,-0.772558752,-0.924373375,-0.431028954,-0.912560354,-1.381113144,-0.470242531,-0.475987687,-0.698791356,-0.562073823,-0.035872791,-0.677546678,-0.9000572,-0.921733962,-0.791184183,-0.843329843,-0.84720491,-0.609450906,-0.676486722,-0.496865344
21-12-2010,-0.554915855,-1.290639653,-0.514872027,-0.41373047,-0.772558752,-0.926609646,-0.431028954,-0.910994436,-1.381113144,-0.470242516,-0.475987687,-0.698506698,-0.561433923,-0.036677244,-0.527264355,-0.901560866,-0.925070892,-0.791175553,-0.846653237,-0.847283444,-0.598600691,-0.619089383,-0.49684421
22-12-2010,-0.554918738,-1.288897864,-0.514872716,-0.413752132,-0.772558752,-0.925482496,-0.431028954,-0.912560354,-1.381113144,-0.47024252,-0.475987675,-0.698838535,-0.560794735,-0.037140511,-0.602007787,-0.901301042,-0.92488201,-0.791166672,-0.84646512,-0.847346271,-0.586508885,-0.517405436,-0.496806804
23-12-2010,-0.554942184,-1.287321435,-0.514879621,-0.413732768,-0.772558752,-0.925777032,-0.431028954,-0.912560354,-1.381113144,-0.470242527,-0.475987675,-0.699035833,-0.56231815,-0.036277253,-0.608805216,-0.901383964,-0.925742476,-0.791158939,-0.847322096,-0.848335792,-0.60688648,-0.668596621,-0.496863882
24-12-2010,-0.554942184,-1.285667838,-0.514879464,-0.41374721,-0.772558752,-0.925942048,-0.431028954,-0.912560354,-1.381113144,-0.470242524,-0.475987675,-0.698982186,-0.561951104,-0.035670644,-0.608367102,-0.901781994,-0.925469645,-0.791150842,-0.847050372,-0.848100192,-0.607905575,-0.682554039,-0.496868721
25-12-2010,-0.554942184,-1.283881954,-0.514879294,-0.4137645,-0.772558752,-0.926640214,-0.431028954,-0.912560354,-1.381113144,-0.470242518,-0.475987675,-0.69889022,-0.562481212,-0.036485496,-0.577369461,-0.901754353,-0.925710996,-0.791143067,-0.847290743,-0.848492859,-0.593317839,-0.651522355,-0.496857956
26-12-2010,-0.554914602,-1.282261429,-0.514870789,-0.413701086,-0.772558752,-0.925575651,-0.431028954,-0.912560354,-1.381113144,-0.470242525,-0.475987675,-0.698915055,-0.562188421,-0.035127528,-0.622987168,-0.90090854,-0.924714114,-0.791133961,-0.846297905,-0.848351499,-0.59887733,-0.69026297,-0.496870758
27-12-2010,-0.554921496,-1.280486569,-0.514872698,-0.413746812,-0.772558752,-0.926429757,-0.431028954,-0.912560354,-1.381113144,-0.470242518,-0.475987675,-0.698823851,-0.561690926,-0.037002788,-0.534557981,-0.902390094,-0.926214683,-0.791126859,-0.847792387,-0.846513816,-0.608122735,-0.57782719,-0.496829571
28-12-2010,-0.554900808,-1.278623516,-0.514866226,-0.413700731,-0.772558752,-0.925823284,-0.431028954,-0.912560354,-1.381113144,-0.470242515,-0.475987675,-0.69868115,-0.561921654,-0.036918132,-0.546523689,-0.901870445,-0.925406684,-0.791118678,-0.846987666,-0.84692219,-0.604236203,-0.59455021,-0.49683325
29-12-2010,-0.554871845,-1.276727392,-0.514857211,-0.413681115,-0.772558752,-0.926101072,-0.431028954,-0.909428518,-1.381113144,-0.470242513,-0.475987675,-0.698544672,-0.561507129,-0.037006143,-0.547518815,-0.901450303,-0.924808555,-0.791109698,-0.846391964,-0.845979788,-0.584303465,-0.567433997,-0.496818462
30-12-2010,-0.554873226,-1.274963556,-0.51485743,-0.413755137,-0.772558752,-0.925926087,-0.431028954,-0.904730765,-1.381113144,-0.470242519,-0.475987675,-0.698660309,-0.5613791,-0.036784046,-0.51767406,-0.902102629,-0.925847411,-0.791102105,-0.847426605,-0.847628991,-0.610800992,-0.624154724,-0.49684228
31-12-2010,-0.554873226,-1.273155623,-0.514857224,-0.413760574,-0.772558752,-0.926329153,-0.431028954,-0.906296683,-1.381113144,-0.470242517,-0.475987675,-0.698623523,-0.562793599,-0.036378681,-0.531410238,-0.901892557,-0.925459152,-0.791093994,-0.847039921,-0.846953603,-0.61090218,-0.657101625,-0.496855996
01-01-2011,-0.554873227,-1.271193355,-0.514857,-0.413753789,-0.772558752,-0.92625888,-0.431028954,-0.909428518,-1.381113144,-0.47024251,-0.475987675,-0.698494776,-0.562199414,-0.036206155,-0.512550729,-0.90185386,-0.925301749,-0.791085673,-0.846883157,-0.845147334,-0.607946232,-0.660891387,-0.496857576
02-01-2011,-0.55487323,-1.269209039,-0.514856775,-0.413741663,-0.772558752,-0.926334706,-0.431028954,-0.9078626,-1.381113144,-0.470242509,-0.475987675,-0.698476393,-0.561912216,-0.036370881,-0.50809763,-0.901831747,-0.925312243,-0.791077365,-0.846893608,-0.84516304,-0.6192201,-0.652076954,-0.496853902
03-01-2011,-0.554873227,-1.267401107,-0.514856567,-0.413760478,-0.772558752,-0.923639739,-0.431028954,-0.906296683,-1.381113144,-0.470242507,-0.475987666,-0.698623528,-0.554062373,-0.036441055,-0.635942614,-0.900853258,-0.922583935,-0.791065416,-0.844176368,-0.845272987,-0.611870811,-0.653563281,-0.496854523
04-01-2011,-0.554873364,-1.265835702,-0.514856431,-0.413758604,-0.772558752,-0.92201757,-0.431028954,-0.906296683,-1.381113144,-0.470242519,-0.475987666,-0.698826283,-0.562064595,-0.036967395,-0.725520186,-0.900925125,-0.918501967,-0.791048017,-0.840110959,-0.836964147,-0.608911061,-0.60292466,-0.496833455
05-01-2011,-0.554874607,-1.264182105,-0.514856624,-0.413765596,-0.772558752,-0.922549129,-0.431028954,-0.904730765,-1.381113144,-0.470242515,-0.475987666,-0.698756878,-0.562339083,-0.036509911,-0.712738218,-0.900256214,-0.919026641,-0.791031318,-0.840633505,-0.837843722,-0.615668332,-0.654580046,-0.496855026
06-01-2011,-0.554874604,-1.26256158,-0.514856439,-0.413750745,-0.772558752,-0.92381642,-0.431028954,-0.906296683,-1.381113144,-0.470242516,-0.475987666,-0.698784367,-0.561960412,-0.036583107,-0.658801844,-0.900886428,-0.922615415,-0.791019411,-0.844207721,-0.84283845,-0.621550493,-0.650790284,-0.496853456
07-01-2011,-0.554842882,-1.260974127,-0.514846469,-0.413556384,-0.772558752,-0.924282321,-0.431028954,-0.906296683,-1.381113144,-0.470242518,-0.475987666,-0.698710334,-0.56214269,-0.036578956,-0.655043035,-0.901234703,-0.922300611,-0.791007083,-0.843894193,-0.842477196,-0.615953597,-0.652365346,-0.496852163
08-01-2011,-0.554841644,-1.258857524,-0.514845827,-0.413759239,-0.772558752,-0.923356925,-0.431028954,-0.9078626,-1.381113144,-0.470242492,-0.475987666,-0.698231238,-0.562837066,-0.036775411,-0.686267291,-0.899133993,-0.916927943,-0.790987583,-0.83854332,-0.834199769,-0.608247816,-0.60774228,-0.49683209
09-01-2011,-0.554841506,-1.257181879,-0.514845578,-0.413758663,-0.772558752,-0.922812892,-0.431028954,-0.906296683,-1.381113144,-0.470242514,-0.475987666,-0.698626715,-0.561310748,-0.036458177,-0.699228861,-0.900001918,-0.919016148,-0.79097087,-0.840623054,-0.835739025,-0.619700801,-0.656957429,-0.496854138
10-01-2011,-0.554833228,-1.255340875,-0.514842784,-0.41371438,-0.772558752,-0.922257669,-0.431028954,-0.909428518,-1.381113144,-0.470242506,-0.475987666,-0.698447463,-0.562073679,-0.036873804,-0.701888095,-0.899454627,-0.917284721,-0.790951846,-0.838898652,-0.835456305,-0.606751781,-0.605283556,-0.496830078
11-01-2011,-0.554833228,-1.25355499,-0.514842561,-0.413742479,-0.772558752,-0.922372794,-0.431028954,-0.909428518,-1.381113144,-0.470242508,-0.475987666,-0.698497891,-0.562707337,-0.036955646,-0.695093495,-0.899587304,-0.918292097,-0.790934167,-0.83990194,-0.834655264,-0.602384069,-0.59049424,-0.496823321
12-01-2011,-0.554804265,-1.251713986,-0.514833318,-0.413597015,-0.772558752,-0.923042323,-0.431028954,-0.910994436,-1.381113144,-0.470242506,-0.475987666,-0.698339955,-0.559955408,-0.037131407,-0.675287446,-0.900145651,-0.918596408,-0.790916894,-0.840205017,-0.837011267,-0.59399371,-0.512532357,-0.496781877
13-01-2011,-0.55472841,-1.24967455,-0.5148094,-0.41365163,-0.772558752,-0.923512759,-0.431028954,-0.909428518,-1.381113144,-0.470242496,-0.475987666,-0.697834906,-0.562058692,-0.036832802,-0.63107415,-0.89978079,-0.918197655,-0.790899089,-0.839807882,-0.836461533,-0.607555082,-0.601841343,-0.496816753
14-01-2011,-0.554666346,-1.247756378,-0.514789725,-0.413598313,-0.772558752,-0.922679555,-0.431028954,-0.909428518,-1.381113144,-0.470242502,-0.475987666,-0.697731444,-0.562383807,-0.037066811,-0.623475299,-0.899869241,-0.918050746,-0.790881087,-0.839661569,-0.83429401,-0.588466696,-0.54118296,-0.496771912
15-01-2011,-0.554735306,-1.245860253,-0.514810969,-0.413757866,-0.772558752,-0.924208747,-0.431028954,-0.909428518,-1.381113144,-0.470242491,-0.475987656,-0.698022671,-0.561671091,-0.037090111,-0.574126615,-0.900090369,-0.921754949,-0.790868031,-0.843350745,-0.841409141,-0.596576841,-0.531544023,-0.496778501
16-01-2011,-0.554735306,-1.243953105,-0.514810679,-0.413749999,-0.772558752,-0.923316721,-0.431028954,-0.909428518,-1.381113144,-0.47024249,-0.475987656,-0.698010408,-0.562080096,-0.036246054,-0.598785932,-0.899227972,-0.920758067,-0.790853644,-0.842357907,-0.840042659,-0.618396615,-0.660647363,-0.496850172
17-01-2011,-0.554735306,-1.242045957,-0.514810389,-0.413665339,-0.772558752,-0.925179818,-0.431028954,-0.904730765,-1.381113144,-0.47024249,-0.475987656,-0.698010408,-0.561114728,-0.037113779,-0.532060855,-0.900167763,-0.922972194,-0.790842213,-0.844563052,-0.841660448,-0.599944385,-0.516861929,-0.496770353
18-01-2011,-0.554753525,-1.240326216,-0.514815853,-0.413687212,-0.772558752,-0.924007807,-0.431028954,-0.9078626,-1.381113144,-0.470242501,-0.475987656,-0.698282039,-0.562607659,-0.037092247,-0.59122338,-0.899504381,-0.922405546,-0.790830025,-0.843998702,-0.840812287,-0.606124978,-0.547409263,-0.496790348
19-01-2011,-0.554817919,-1.238374972,-0.51483584,-0.413731205,-0.772558752,-0.924262279,-0.431028954,-0.906296683,-1.381113144,-0.470242488,-0.475987656,-0.698286378,-0.56227613,-0.037018688,-0.618427166,-0.899056598,-0.921387677,-0.790816479,-0.842984963,-0.839288738,-0.598860151,-0.558630657,-0.496806393
20-01-2011,-0.554780129,-1.236522944,-0.514823684,-0.413656167,-0.772558752,-0.924861868,-0.431028954,-0.9078626,-1.381113144,-0.470242493,-0.475987656,-0.698239098,-0.561444209,-0.037012568,-0.577677409,-0.899918995,-0.922646896,-0.790804613,-0.844239073,-0.841173541,-0.606726877,-0.568639327,-0.496805619
21-01-2011,-0.554680138,-1.234560676,-0.514791822,-0.413713148,-0.772558752,-0.923796026,-0.431028954,-0.909428518,-1.381113144,-0.470242487,-0.475987656,-0.697730831,-0.562830764,-0.036647126,-0.57035646,-0.89865304,-0.920548197,-0.790789946,-0.842148889,-0.838032202,-0.613702266,-0.631438463,-0.496829417
22-01-2011,-0.554694068,-1.232752743,-0.514795927,-0.413694961,-0.772558752,-0.919544559,-0.431028954,-0.909428518,-1.381113144,-0.470242496,-0.475987656,-0.697970446,-0.557145227,-0.036900234,-0.668148718,-0.896508104,-0.916518697,-0.790769899,-0.838135734,-0.835723319,-0.605179638,-0.601944868,-0.496812966
23-01-2011,-0.554674207,-1.230878667,-0.514789326,-0.413759237,-0.772558752,-0.922353069,-0.431028954,-0.9078626,-1.381113144,-0.470242492,-0.475987656,-0.697816329,-0.559328081,-0.037030067,-0.587252361,-0.898415328,-0.920275367,-0.790754868,-0.841877165,-0.839759938,-0.603967694,-0.560534781,-0.496785207
24-01-2011,-0.554676,-1.228894351,-0.51478956,-0.413694871,-0.772558752,-0.922109703,-0.431028954,-0.904730765,-1.381113144,-0.470242486,-0.475987656,-0.6976873,-0.55908713,-0.036893774,-0.627912887,-0.896839795,-0.917536565,-0.79073618,-0.839149474,-0.833524382,-0.608674712,-0.592553652,-0.496805167
25-01-2011,-0.554700826,-1.22717461,-0.514797163,-0.413752793,-0.772558752,-0.923476496,-0.431028954,-0.896901176,-1.381113144,-0.470242501,-0.475987656,-0.698099309,-0.561280318,-0.036757475,-0.593715671,-0.89905107,-0.921408664,-0.790722661,-0.843005864,-0.839320151,-0.606350712,-0.629807941,-0.496830155
26-01-2011,-0.554700826,-1.225024935,-0.514796815,-0.413665385,-0.772558752,-0.924857617,-0.431028954,-0.898467093,-1.381113144,-0.470242477,-0.475987656,-0.697591195,-0.561422252,-0.036464092,-0.534614729,-0.899548607,-0.921198794,-0.790708863,-0.842796846,-0.839006017,-0.612906522,-0.640589353,-0.496836513
27-01-2011,-0.554711308,-1.223261098,-0.514799874,-0.413572591,-0.772558752,-0.923460172,-0.431028954,-0.909428518,-1.381113144,-0.47024248,-0.475987638,-0.698084472,-0.556739803,-0.037404642,-0.572653334,-0.899592832,-0.922090741,-0.790696255,-0.843685175,-0.84255573,-0.242442811,1.449836197,-0.495626381
28-01-2011,-0.554666346,-1.22146419,-0.514785223,-0.41373074,-0.772558752,-0.923289786,-0.431028954,-0.9078626,-1.381113144,-0.470242477,-0.475987638,-0.697883188,-0.561410047,-0.037337188,-0.585686791,-0.898791245,-0.920663626,-0.790681742,-0.842263849,-0.838204976,-0.550940668,-0.088970023,-0.496489502
29-01-2011,-0.554671863,-1.219810593,-0.514786705,-0.413757129,-0.772558752,-0.920423372,-0.431028954,-0.909428518,-1.381113144,-0.470242487,-0.475987638,-0.698080916,-0.559049549,-0.03670885,-0.65822336,-0.897060923,-0.917998279,-0.79066367,-0.839609314,-0.834215476,-0.6116548,-0.63841902,-0.496833055
30-01-2011,-0.55462497,-1.218002661,-0.514771371,-0.413691021,-0.772558752,-0.917154752,-0.431028954,-0.910994436,-1.381113144,-0.470242477,-0.475987638,-0.697718568,-0.560228373,-0.036352092,-0.719985849,-0.892350908,-0.908417721,-0.790632809,-0.830067621,-0.838456283,-0.512653135,-0.658484426,-0.496842886
31-01-2011,-0.554597387,-1.216349064,-0.514762216,-0.413249944,-0.772558752,-0.911852208,-0.431028954,-0.910994436,-1.381113144,-0.470242487,-0.475987638,-0.697831687,-0.519118398,-0.036770057,-0.69851768,-0.894186266,-0.912489196,-0.790607383,-0.83412258,-0.839587165,-0.527784476,-0.631460647,-0.496822613
01-02-2011,-0.553976751,-1.214375772,-0.514562327,-0.413394281,-0.772558752,-0.922564986,-0.431028954,-0.910994436,-1.381113144,-0.470242466,-0.475987638,-0.694918806,-0.55426084,-0.037166692,-0.195679381,-0.898890752,-0.921198794,-0.790593584,-0.842796846,-0.841236367,-0.573559956,-0.469417801,-0.496557895
02-02-2011,-0.554128325,-1.212589887,-0.514610482,-0.413701696,-0.772558752,-0.922088926,-0.431028954,-0.910994436,-1.381113144,-0.470242478,-0.475987638,-0.69595968,-0.559464112,-0.037241804,-0.337705576,-0.899045542,-0.920999418,-0.790579519,-0.842598278,-0.840529566,-0.571083809,-0.40510276,-0.496520104
03-02-2011,-0.554252589,-1.210947315,-0.514650021,-0.413670642,-0.772558752,-0.924420159,-0.431028954,-0.910994436,-1.381113144,-0.470242487,-0.475987638,-0.696706019,-0.56156326,-0.037048816,-0.306039693,-0.900748223,-0.92338144,-0.790568634,-0.844970638,-0.842273009,-0.60561256,-0.572839493,-0.496733219
04-02-2011,-0.554073294,-1.208852759,-0.514591513,-0.413227831,-0.772558752,-0.924690402,-0.431028954,-0.909428518,-1.381113144,-0.470242458,-0.475987638,-0.695006174,-0.561982601,-0.036740573,-0.159314835,-0.899869241,-0.921901858,-0.790555774,-0.843497058,-0.840058366,-0.61393946,-0.614109081,-0.496758284
05-02-2011,-0.554022678,-1.206835371,-0.514574461,-0.41355047,-0.772558752,-0.924542455,-0.431028954,-0.903164847,-1.381113144,-0.470242463,-0.475987638,-0.694989126,-0.560294432,-0.037054389,-0.13253614,-0.900090369,-0.922227156,-0.790543348,-0.843821037,-0.840545273,-0.604966986,-0.538247281,-0.496656725
06-02-2011,-0.554018127,-1.204906174,-0.514572313,-0.413645807,-0.772558752,-0.924256377,-0.431028954,-0.898467093,-1.381113144,-0.470242469,-0.475987638,-0.695196238,-0.561410047,-0.03672644,-0.137372491,-0.900278327,-0.922541961,-0.790531343,-0.844134564,-0.841016474,-0.610754636,-0.623766505,-0.496765114
07-02-2011,-0.554037642,-1.202635235,-0.514577855,-0.413736206,-0.772558752,-0.925227392,-0.431028954,-0.901598929,-1.381113144,-0.470242446,-0.475987638,-0.694411302,-0.560586565,-0.037259871,-0.072379916,-0.900090369,-0.921975312,-0.790518581,-0.843570214,-0.840168312,-0.563280638,-0.280107152,-0.496334846
08-02-2011,-0.55404571,-1.200739111,-0.514579825,-0.413666381,-0.772558752,-0.924683649,-0.431028954,-0.903164847,-1.381113144,-0.470242448,-0.475987618,-0.695386302,-0.55893883,-0.036866854,-0.152754978,-0.900317024,-0.922699363,-0.790506785,-0.844291328,-0.841252074,-0.608015351,-0.603420102,-0.496742183
09-02-2011,-0.553997439,-1.198721723,-0.514563408,-0.413006318,-0.772558752,-0.924233772,-0.431028954,-0.901598929,-1.381113144,-0.470242439,-0.475987618,-0.694886464,-0.56250733,-0.036774322,-0.222489654,-0.89847061,-0.920695106,-0.790492314,-0.842295202,-0.838252096,-0.602821378,-0.612855686,-0.496749089
10-02-2011,-0.553769872,-1.196638191,-0.514488398,-0.413360082,-0.772558752,-0.919061691,-0.431028954,-0.901598929,-1.381113144,-0.470242434,-0.475987618,-0.693758497,-0.552678714,-0.037152004,-0.430150056,-0.890675868,-0.911954028,-0.790466173,-0.833589582,-0.837403935,-0.535316191,-0.46933646,-0.496507004
11-02-2011,-0.553898827,-1.194532611,-0.514529678,-0.413557025,-0.772558752,-0.917671041,-0.431028954,-0.904730765,-1.381113144,-0.470242432,-0.475987618,-0.694238515,-0.556491932,-0.037016246,-0.554233643,-0.885368809,-0.906004218,-0.79043209,-0.827663909,-0.83467097,-0.523375608,-0.547383381,-0.496647673
12-02-2011,-0.553783802,-1.192438055,-0.514491203,-0.413697575,-0.772558752,-0.919821621,-0.431028954,-0.903164847,-1.381113144,-0.470242433,-0.475987618,-0.693783604,-0.554899347,-0.036883557,-0.440094208,-0.890006957,-0.911565768,-0.790405431,-0.833202898,-0.83837775,-0.569614656,-0.588224079,-0.496690251
13-02-2011,-0.553797456,-1.190189164,-0.51449475,-0.413712962,-0.772558752,-0.921301174,-0.431028954,-0.903164847,-1.381113144,-0.470242421,-0.475987618,-0.693377756,-0.558945196,-0.036447777,-0.398519682,-0.891720695,-0.912216365,-0.790379641,-0.833850856,-0.833320195,-0.587205157,-0.638496664,-0.496767315
14-02-2011,-0.553797456,-1.188138704,-0.514493908,-0.413647165,-0.772558752,-0.917811748,-0.431028954,-0.901598929,-1.381113144,-0.470242437,-0.475987618,-0.693972374,-0.53546425,-0.036757323,-0.467817992,-0.890449212,-0.910778756,-0.790351931,-0.832419079,-0.832047953,-0.590687813,-0.613761532,-0.496730243
15-02-2011,-0.55379056,-1.18580162,-0.514490676,-0.413622808,-0.772558752,-0.918939096,-0.431028954,-0.903164847,-1.381113144,-0.470242415,-0.475987618,-0.693080398,-0.552199289,-0.037016249,-0.468256405,-0.88929935,-0.907746137,-0.790320173,-0.829398762,-0.822576817,-0.581177983,-0.529144457,-0.49660214
16-02-2011,-0.55383857,-1.183255081,-0.514505471,-0.41364784,-0.772558752,-0.921690132,-0.431028954,-0.901598929,-1.381113144,-0.470242398,-0.475987618,-0.69269494,-0.560197575,-0.036655822,-0.406272037,-0.892505697,-0.909897303,-0.790291287,-0.831541201,-0.828906614,-0.605306922,-0.605886221,-0.49672288
17-02-2011,-0.55383857,-1.180609327,-0.514504413,-0.413700703,-0.772558752,-0.920627077,-0.431028954,-0.901598929,-1.381113144,-0.470242391,-0.475987618,-0.692405193,-0.555008415,-0.035885333,-0.428782506,-0.88902294,-0.907872059,-0.790259697,-0.829524173,-0.827210292,-0.597068219,-0.657301281,-0.496797819
18-02-2011,-0.55383857,-1.178228147,-0.514503462,-0.413242108,-0.772558752,-0.920041618,-0.431028954,-0.903164847,-1.381113144,-0.470242337,-0.475987565,-0.693177851,-0.55712899,-0.036710024,-0.440376361,-0.889365688,-0.909645459,-0.790230475,-0.831290379,-0.830288803,-0.589699103,-0.605313135,-0.496722049
19-02-2011,-0.553880208,-1.176287927,-0.514516509,-0.413712097,-0.772558752,-0.918898063,-0.431028954,-0.903164847,-1.381113144,-0.470242385,-0.475987565,-0.694628499,-0.556480345,-0.036996069,-0.469069732,-0.892085555,-0.912929922,-0.790205637,-0.834561518,-0.834372543,-0.558873123,-0.567496852,-0.496673036
20-02-2011,-0.553969998,-1.174215419,-0.514545565,-0.413631903,-0.772558752,-0.921377204,-0.431028954,-0.903164847,-1.381113144,-0.470242371,-0.475987565,-0.694628485,-0.560761402,-0.036839466,-0.451941425,-0.892361965,-0.913716934,-0.79018185,-0.835345338,-0.836131693,-0.547304206,-0.59875777,-0.496727636
21-02-2011,-0.554073846,-1.172164959,-0.514579412,-0.413744498,-0.772558752,-0.920004385,-0.431028954,-0.906296683,-1.381113144,-0.470242373,-0.475987565,-0.695116362,-0.556610074,-0.03677494,-0.538621902,-0.890344177,-0.910873198,-0.790154267,-0.832513137,-0.833901342,-0.537049861,-0.611114244,-0.496754682
22-02-2011,-0.554087777,-1.169827876,-0.51458328,-0.413597311,-0.772558752,-0.920166023,-0.431028954,-0.904730765,-1.381113144,-0.470242342,-0.475987565,-0.69448093,-0.560631673,-0.036774634,-0.528793983,-0.888763115,-0.908952889,-0.790124119,-0.830600618,-0.831828059,-0.545780451,-0.596886922,-0.49673895
23-02-2011,-0.553976751,-1.167149049,-0.514545256,-0.413670728,-0.772558752,-0.919935369,-0.431028954,-0.900033011,-1.381113144,-0.470242305,-0.475987565,-0.693054954,-0.557864268,-0.036574003,-0.487542304,-0.886900117,-0.906413464,-0.790090582,-0.828071495,-0.831529632,-0.410195231,-0.611088363,-0.496744671
24-02-2011,-0.553976889,-1.164789918,-0.514544449,-0.413563708,-0.772558752,-0.920670086,-0.431028954,-0.898467093,-1.381113144,-0.47024234,-0.475987565,-0.693900168,-0.561050766,-0.036791691,-0.459034298,-0.890399459,-0.91099912,-0.790063167,-0.832638548,-0.834152649,-0.543703924,-0.592657177,-0.496720386
25-02-2011,-0.553907791,-1.162342595,-0.51452036,-0.413698908,-0.772558752,-0.920497086,-0.431028954,-0.890637504,-1.381113144,-0.47024233,-0.475987565,-0.693326255,-0.559710967,-0.036752576,-0.458431391,-0.889183258,-0.909141772,-0.790033272,-0.830788735,-0.830885657,-0.550185113,-0.595359925,-0.496715753
26-02-2011,-0.55392356,-1.159575576,-0.514524615,-0.413696079,-0.772558752,-0.921704626,-0.431028954,-0.892203422,-1.381113144,-0.470242296,-0.475987565,-0.692525218,-0.553879334,-0.036969267,-0.372994273,-0.890100937,-0.910925665,-0.790005759,-0.832565392,-0.834184063,-0.557824123,-0.517438712,-0.496610719
27-02-2011,-0.553962959,-1.156588078,-0.514536785,-0.413421688,-0.772558752,-0.921385701,-0.431028954,-0.901598929,-1.381113144,-0.470242102,-0.475987469,-0.692156443,-0.553496579,-0.037106351,-0.416174296,-0.888459065,-0.907809098,-0.789974085,-0.829461468,-0.829660536,-0.550678751,-0.412641614,-0.496478866
28-02-2011,-0.553977811,-1.154747074,-0.514541131,-0.413701929,-0.772558752,-0.918641905,-0.431028954,-0.906296683,-1.381113144,-0.470242291,-0.475987469,-0.695272215,-0.556119001,-0.036792225,-0.542605524,-0.891178933,-0.911261457,-0.78994702,-0.832899822,-0.830854244,-0.585577484,-0.619067199,-0.496755288
01-03-2011,-0.553949167,-1.153313957,-0.514530923,-0.413424861,-0.772558752,-0.914660391,-0.431028954,-0.906296683,-1.381113144,-0.470242358,-0.475987469,-0.696266113,-0.553567232,-0.037379694,-0.565915374,-0.892350908,-0.914115687,-0.789923765,-0.835742473,-0.832362087,-0.203468146,0.194707558,-0.495657116
02-03-2011,-0.553977027,-1.151450904,-0.514539675,-0.413727019,-0.772558752,-0.913185322,-0.431028954,-0.903164847,-1.381113144,-0.470242288,-0.475987469,-0.695211069,-0.559898704,-0.037270031,-0.650132411,-0.879851679,-0.900327238,-0.789882103,-0.822009959,-0.829440642,0.138027438,-0.335519025,-0.496381467
03-03-2011,-0.553990543,-1.149433516,-0.514543533,-0.413726948,-0.772558752,-0.91447353,-0.431028954,-0.896901176,-1.381113144,-0.470242262,-0.475987469,-0.694854957,-0.480182838,-0.037244876,-0.637240958,-0.88347817,-0.900033421,-0.789840048,-0.821717333,-0.824257433,-0.223122795,-0.359189326,-0.496417482
04-03-2011,-0.553991646,-1.147239745,-0.514543123,-0.413727892,-0.772558752,-0.91860533,-0.431028954,-0.900033011,-1.381113144,-0.470242233,-0.475987469,-0.694401661,-0.544952628,-0.036973137,-0.519012017,-0.889575759,-0.909299174,-0.789810363,-0.830945499,-0.827775732,-0.528126665,-0.556678467,-0.496675284
05-03-2011,-0.554019642,-1.144318391,-0.51455162,-0.41359063,-0.772558752,-0.921532737,-0.431028954,-0.898467093,-1.381113144,-0.470242113,-0.475987469,-0.692666331,-0.547343533,-0.036407565,-0.377577806,-0.890443684,-0.911114548,-0.789783102,-0.832753509,-0.832707634,-0.552918744,-0.619947164,-0.496760378
06-03-2011,-0.554031305,-1.141341917,-0.514554564,-0.413595894,-0.772558752,-0.920724715,-0.431028954,-0.89376934,-1.381113144,-0.470242104,-0.475987469,-0.692593246,-0.49652869,-0.03683609,-0.365821165,-0.890935693,-0.911408366,-0.789756233,-0.833046134,-0.83277046,-0.55265499,-0.549686817,-0.496672698
07-03-2011,-0.554033298,-1.138751282,-0.514554349,-0.413550234,-0.772558752,-0.920423544,-0.431028954,-0.885939751,-1.381113144,-0.470242168,-0.475987469,-0.693580514,-0.489162193,-0.036820555,-0.470783299,-0.889608928,-0.909288681,-0.789726534,-0.830935048,-0.831969419,-0.536554184,-0.574503291,-0.496704331
08-03-2011,-0.55403578,-1.136623654,-0.514554464,-0.413704392,-0.772558752,-0.915794786,-0.431028954,-0.885939751,-1.381113144,-0.470242244,-0.475987469,-0.69476209,-0.50331303,-0.036978339,-0.591688251,-0.886529728,-0.904986349,-0.789691092,-0.826650169,-0.825419729,-0.568573722,-0.559610449,-0.496685926
09-03-2011,-0.554068121,-1.134881865,-0.514564968,-0.413705591,-0.772558752,-0.917457674,-0.431028954,-0.878110162,-1.381113144,-0.470242201,-0.475987366,-0.695849638,-0.517477417,-0.03728013,-0.557475374,-0.890476853,-0.912783013,-0.789666058,-0.834415205,-0.829974669,-0.533229809,-0.336373108,-0.496417139
10-03-2011,-0.554087086,-1.133570012,-0.514571047,-0.413641238,-0.772558752,-0.91680617,-0.431028954,-0.878110162,-1.381113144,-0.470242298,-0.475987366,-0.69695694,-0.530928439,-0.037344172,-0.590823136,-0.892936896,-0.915889087,-0.789645171,-0.837508679,-0.831058431,-0.522923256,-0.2207909,-0.496284782
