Open,High,Low,Close,Volume ,MarketCap
1.759102792,1.750673231,1.426219364,1.560538289,2.860766415,1.771992847
1.907229509,2.110922464,1.692231912,1.75388171,2.983391628,1.91627738
2.056223924,2.329100768,1.95473717,1.875124764,4.235375588,2.061363692
1.90780005,2.05340252,1.999125922,2.039044048,2.90923257,1.916178045
1.753504358,1.820312915,1.8233061,1.893377423,2.234540863,1.765287713
1.577147745,1.800875378,1.625630324,1.719575223,3.331296875,1.592940955
1.605484617,1.588555906,1.649787552,1.563292738,1.78512919,1.620314928
1.507078174,1.54909495,1.572774852,1.61475247,1.422072916,1.524030634
1.403822132,1.456950459,1.468577579,1.500058622,1.803484043,1.423035008
1.310312833,1.34202545,1.366275474,1.382953153,1.291632779,1.331611048
1.200994793,1.295579848,1.187575982,1.324364954,1.623322302,1.224775925
1.218788542,1.205847817,1.21788635,1.200662993,1.417613641,1.241911266
1.298117519,1.236704331,1.244960166,1.205368018,0.974769229,1.318988369
1.289107725,1.258094812,1.32874132,1.288687152,0.401870073,1.30994176
1.196703849,1.236922601,1.174248281,1.283958484,0.679117894,1.219631775
1.342477084,1.286504402,1.227079141,1.188593068,0.993172743,1.361454213
1.264752754,1.306929899,1.302565862,1.335571898,1.107050691,1.285498179
1.236403996,1.208719793,1.257955597,1.262939554,1.333290316,1.257648816
1.197619092,1.260472808,1.254509839,1.225382107,1.824174615,1.21962468
1.046699101,1.133945015,1.107597468,1.187540939,2.159739483,1.072345896
1.025957557,0.988473666,1.061867332,1.037831303,1.65310271,1.051911204
0.999023265,0.967887339,1.040626693,1.016658691,0.684752815,1.025452536
0.980076548,1.012954393,1.025625337,0.98905509,1.392292508,1.006827166
0.920466896,1.002477423,0.976904775,0.96803616,1.367987412,0.948559912
0.876559009,0.869056886,0.923704727,0.911788652,0.687216997,0.90564706
0.837631469,0.847379208,0.884570756,0.867729285,0.480003745,0.867551969
0.751182615,0.801910078,0.801638735,0.83082203,0.939918365,0.783230484
0.719767199,0.702643085,0.760560373,0.743684496,0.354998046,0.752479111
0.714977032,0.678851632,0.760917255,0.712829936,0.373666274,0.747611681
0.714858169,0.683538698,0.732809712,0.706552629,0.577619254,0.747342057
0.672233999,0.670235703,0.71918666,0.708030338,0.425229203,0.705706372
0.653346713,0.641665282,0.700271907,0.664703915,0.192502121,0.687166147
0.634875447,0.610360739,0.680631084,0.646273931,0.023016558,0.669030358
0.586355686,0.591244864,0.630987551,0.628139488,0.009878143,0.621711275
0.612850186,0.569716529,0.623985278,0.577377235,0.05492831,0.647311402
0.60190293,0.573576465,0.629560022,0.606340328,0.036182224,0.63650514
0.609878618,0.574013005,0.638285175,0.594920594,0.080652355,0.644083005
0.588079196,0.57958464,0.629486185,0.603231228,0.164234089,0.622740105
0.589327254,0.550543214,0.625388194,0.581018309,0.111588944,0.623797316
0.56750406,0.552909723,0.611469791,0.5826497,0.077454367,0.602440225
0.554999702,0.52686664,0.585478928,0.561654413,0.043746059,0.590143933
0.542352709,0.518043929,0.585429702,0.54868604,-0.092455517,0.577698638
0.536041099,0.518939986,0.576015398,0.53636786,-0.052888448,0.571412132
0.539642639,0.522156599,0.569653051,0.530480668,0.046901225,0.574768247
0.576121607,0.539491849,0.565530448,0.532537638,0.235981517,0.610067758
0.580626504,0.540927837,0.615149369,0.569291212,0.112836607,0.614289508
0.560003822,0.541996212,0.603704528,0.574776467,-0.028318638,0.594081868
0.559813642,0.521628155,0.59334264,0.55363932,-0.028900621,0.59374129
0.547059672,0.529520347,0.584506731,0.554514124,0.022601968,0.58119666
0.542400254,0.515470638,0.573086504,0.540422693,-0.041690625,0.576527901
0.549876719,0.517308703,0.574083312,0.541545751,0.16795956,0.583616184
0.486724958,0.519365038,0.527836312,0.548378677,0.545956645,0.522177297
0.496626222,0.458157477,0.512847263,0.479931205,0.358246641,0.531621246
0.510152799,0.482684155,0.52132629,0.489944159,0.400145535,0.544627076
0.459552941,0.47728484,0.499704156,0.502427844,0.680692558,0.495356764
0.43299901,0.426565736,0.465861886,0.453202407,0.551727816,0.469444439
0.422420228,0.40833443,0.448190068,0.427584847,0.114650682,0.459056804
0.368848802,0.389034748,0.405794933,0.417288172,0.421511518,0.406976722
0.387355727,0.359591246,0.397672789,0.363665075,0.237927949,0.424771933
0.391955714,0.366300183,0.392553376,0.379671617,0.131825997,0.429107209
0.390172773,0.377236669,0.407136318,0.388159576,0.186080842,0.427234029
0.303961645,0.356271241,0.338528807,0.386528185,0.276011837,0.343544033
0.306291354,0.312111732,0.316635935,0.293089701,0.141966908,0.345658456
0.261753494,0.275120676,0.254513834,0.300241812,0.399158694,0.302376643
0.382886489,0.349458913,0.292232582,0.258558602,0.506669863,0.419606497
0.396674564,0.3696087,0.408613072,0.378040226,0.034664007,0.432832283
0.480591641,0.441568941,0.390498227,0.390512088,0.292178901,0.513982134
0.402986174,0.443613788,0.44113857,0.474918816,0.207606432,0.438664685
0.38144825,0.375375628,0.418150439,0.396529319,0.108608957,0.417676554
0.30952442,0.383279308,0.34437429,0.375853217,0.34241047,0.347872214
0.455678016,0.434009899,0.320893908,0.301471266,0.760219874,0.489261833
0.551326844,0.509933467,0.495544633,0.450909003,0.92624468,0.581721718
0.635921439,0.599332349,0.560607936,0.554443194,0.793826968,0.66345339
0.622644474,0.592014553,0.668054066,0.627501118,0.130554977,0.65044756
0.613135456,0.584202778,0.644635215,0.616140493,0.028369246,0.641067469
0.600797507,0.575655776,0.640094198,0.606588583,0.291081113,0.628969847
0.547119104,0.563719842,0.588813929,0.594128542,-0.006919565,0.576861383
0.475444886,0.525637435,0.516157652,0.540280833,0.10236091,0.50735505
0.562262214,0.613680744,0.468077016,0.470402938,0.648288358,0.591194049
0.515893868,0.529807544,0.546812596,0.555247068,-0.035907776,0.546180964
0.602521016,0.569670577,0.555242398,0.509745458,0.198286916,0.629828388
0.661928602,0.6195166,0.625043618,0.596682023,0.117807794,0.687109384
0.655105882,0.620033555,0.698635172,0.654951037,-0.150019296,0.680354583
0.639439776,0.61002759,0.665974305,0.648200863,-0.188033112,0.665035659
0.666944608,0.623939443,0.656683064,0.634050324,-0.092379606,0.691487233
0.63518449,0.624984843,0.681541749,0.657504518,0.165462288,0.660615238
0.604244525,0.60409983,0.638359013,0.629156152,0.267720037,0.630537926
0.551184209,0.55857326,0.594142549,0.595452569,-0.003258327,0.579096428
0.551992475,0.524971136,0.584457506,0.545175004,-0.089097922,0.579720821
0.531857131,0.512024266,0.574071006,0.545175004,-0.193010138,0.560116289
0.508667015,0.495355315,0.533238769,0.527714397,-0.222370118,0.537524602
0.539737729,0.50383339,0.526334946,0.502463309,-0.176677628,0.567367766
0.542471572,0.533173501,0.535404674,0.537739174,0.194697696,0.569844054
0.476574082,0.505866749,0.516945254,0.529511291,-0.080342871,0.506042405
0.473638173,0.447014208,0.496750649,0.471254098,-0.184192801,0.503076536
0.431418136,0.437663053,0.467683216,0.468724261,-0.085374398,0.462171676
0.395058031,0.395433512,0.424315885,0.42697012,-0.236010713,0.426928928
0.402272998,0.368230151,0.426494096,0.389010736,-0.298403005,0.433768873
0.395676117,0.373158463,0.430801294,0.39675393,-0.256262364,0.427255315
0.368230716,0.364048553,0.404564305,0.387048339,-0.183464836,0.400633453
0.346276772,0.3413025,0.382425308,0.364859063,-0.21109833,0.379311839
0.344565149,0.313122668,0.374955396,0.341263009,-0.274391626,0.377537994
0.327365714,0.316189939,0.356360607,0.337799259,-0.180599688,0.360785804
0.335852512,0.305379819,0.343475932,0.321355316,-0.253277511,0.368839059
0.341367742,0.308435602,0.369220669,0.331451022,-0.31765964,0.374032877
0.323990013,0.313639623,0.351881121,0.337681043,-0.250058112,0.357145875
0.331989473,0.301703689,0.307406225,0.319026447,-0.078400332,0.364730835
0.414087952,0.405198232,0.315589901,0.32577662,0.343523829,0.443737881
0.411259019,0.39368735,0.419147247,0.406979676,-0.056205168,0.440871348
0.384895268,0.374111959,0.422408411,0.404946348,-0.1649095,0.415320888
0.370940786,0.35424937,0.407665488,0.377520072,-0.231565062,0.401754523
0.388912828,0.353089091,0.400540152,0.364740847,-0.22680409,0.41892534
0.374423463,0.355696846,0.391667324,0.383135366,-0.147280666,0.404833917
0.350805441,0.341876896,0.383828224,0.367779016,-0.05732826,0.381937129
0.325297502,0.318499008,0.352361066,0.346369971,-0.165271536,0.357223924
0.302642269,0.29045703,0.337002828,0.319440205,-0.15692329,0.335235344
0.243234683,0.270824199,0.275742167,0.297428254,-0.128754527,0.27789049
0.242271895,0.214567925,0.273908531,0.238296258,-0.296838074,0.276840374
0.244554059,0.214992978,0.27351473,0.237255951,-0.330658497,0.278905129
0.241867762,0.215555885,0.274326944,0.23972668,-0.314838093,0.276194694
0.240144252,0.214763219,0.269453658,0.237551493,-0.204642016,0.274392468
0.221161877,0.210294424,0.252680198,0.234998012,-0.192254923,0.256001246
0.20871695,0.191821872,0.239721685,0.216024231,-0.213912871,0.243903624
0.231015596,0.215820107,0.240460062,0.205562053,-0.232368939,0.265239429
0.24863105,0.220564612,0.270548916,0.239041024,-0.305866988,0.282083859
0.244720467,0.231190925,0.246945471,0.243367755,-0.222200778,0.27816721
0.213031667,0.2195307,0.244447297,0.239963114,-0.232740707,0.247543554
0.21614587,0.187399028,0.233962346,0.208328323,-0.280291261,0.250388801
0.204461665,0.193384227,0.230676569,0.213104278,-0.243510315,0.239007813
0.229458494,0.208192137,0.198631016,0.198386299,-0.009837267,0.262933431
0.136246352,0.200219531,0.164788746,0.2235901,-0.147220327,0.173176885
0.125346641,0.112876984,0.151830233,0.133260715,-0.288024825,0.162583484
0.121020038,0.099987554,0.142723586,0.12175823,-0.31087905,0.158304971
0.129340428,0.113520307,0.142219029,0.117750684,-0.267960809,0.166173746
0.103903807,0.106524172,0.102272844,0.124335354,-0.120217476,0.141616639
0.069956615,0.103364998,0.072442421,0.101696855,-0.01635976,0.108871465
0.22797271,0.210432279,0.081056817,0.069695593,0.15609995,0.260577765
0.221221308,0.205170818,0.251252669,0.223282737,-0.223689799,0.253971967
0.234058481,0.203815245,0.225101824,0.217549226,-0.172948264,0.266197305
0.228032142,0.237164635,0.234257697,0.227443965,-0.140174243,0.260272664
0.222469366,0.197956413,0.155879,0.224358509,0.095022862,0.254809222
0.354109825,0.356742245,0.230184318,0.216804461,0.235800499,0.381085684
0.52347731,0.522501236,0.262771347,0.348237795,0.543965445,0.543562769
0.38995882,0.486107551,0.427650887,0.515337108,0.222311726,0.415235743
0.362858121,0.353606047,0.399592568,0.384246603,-0.088685278,0.389067985
0.335543469,0.339027895,0.368949931,0.358132533,-0.016634207,0.362708652
0.293989063,0.306505634,0.322186067,0.33044618,-0.161468208,0.322697809
0.290387523,0.261312213,0.30808307,0.289555022,-0.256142464,0.319114643
0.304532186,0.271410082,0.292810977,0.286599604,-0.084196806,0.332560386
0.307622617,0.279302273,0.31701743,0.301092972,-0.061139373,0.335384347
0.259720942,0.275304482,0.292810977,0.303953817,0.011482003,0.28929986
0.228246094,0.234097365,0.255178373,0.25345164,-0.123448553,0.2589884
0.214636313,0.203229362,0.246133257,0.223199985,-0.208190361,0.245826472
0.217905038,0.187686226,0.203701204,0.209687816,-0.169468044,0.248827817
0.244684808,0.215061905,0.233137825,0.212808737,-0.181025957,0.274385373
0.176588358,0.216945922,0.206482423,0.240187726,0.087264384,0.208987264
0.140085618,0.160264595,0.16891135,0.17228405,-0.059763246,0.173879328
0.100219063,0.112589786,0.126147027,0.136511675,-0.146284093,0.135557186
0.090246481,0.074748625,0.116425066,0.097027295,-0.255180537,0.125900375
0.088392222,0.065868474,0.114972925,0.08736899,-0.303340908,0.124020099
0.088772583,0.067166607,0.112154787,0.084791866,-0.331295564,0.124282628
0.081831,0.064604805,0.108253696,0.085146516,-0.295353919,0.117527827
0.074449626,0.056011851,0.100992991,0.078148087,-0.286364518,0.110375685
0.075769002,0.051876205,0.099565462,0.070085708,-0.290312077,0.111290989
0.075685798,0.052565479,0.098384059,0.074093254,-0.301214237,0.111376134
0.076458406,0.059952203,0.099762363,0.073005661,-0.290184586,0.111986336
0.063847071,0.052439112,0.090015789,0.072450042,-0.300061949,0.09980357
0.069445505,0.044259724,0.084317981,0.060202791,-0.337545557,0.10503996
0.06738918,0.046890454,0.093547691,0.066019053,-0.34430026,0.102975205
0.063728209,0.04394955,0.089535844,0.063820223,-0.315371999,0.099392038
0.061517362,0.044144845,0.084982521,0.061479532,-0.293169828,0.097156994
0.056917375,0.040514666,0.077352627,0.058311324,-0.261415348,0.092644333
0.050391812,0.033713826,0.07608508,0.053689051,-0.222891762,0.086293968
0.067828972,0.042731832,0.067458378,0.047163489,-0.242073848,0.102875869
0.065748875,0.043191348,0.087702208,0.065096963,-0.331230359,0.100782733
0.0736057,0.048223051,0.083641136,0.061881469,-0.313733103,0.108176118
0.048989232,0.051726862,0.074632939,0.069908383,-0.200727741,0.084548505
0.035331906,0.025270216,0.060493023,0.044881906,-0.292488577,0.071379482
0.023719018,0.013391721,0.048445175,0.031783495,-0.285464099,0.060197164
0.02377845,0.001375372,0.046353108,0.01985543,-0.315749996,0.060147497
0.019202235,0.001995719,0.043793401,0.020103685,-0.328640242,0.055670312
0.022720572,0.003155997,0.042082829,0.015635093,-0.346716366,0.058934187
0.029935538,0.006820639,0.040286112,0.019595353,-0.342121035,0.06573156
0.028663707,0.006177316,0.046390027,0.02700754,-0.317119311,0.064418915
0.033632169,0.012128051,0.045036336,0.025399793,-0.281866119,0.069059293
0.042095194,0.018354496,0.051718646,0.030483112,-0.300114892,0.077041594
0.027712806,0.020215537,0.048777445,0.038474561,-0.196249001,0.063219796
0.01775211,0.006257732,0.041369064,0.02417034,-0.330754456,0.053619748
0.042261602,0.02206509,0.02590007,0.014452926,-0.149125883,0.076935163
0.042202171,0.022938171,0.058548631,0.038793746,-0.233811245,0.076786161
0.028984637,0.019078234,0.049220471,0.038758281,-0.279055861,0.06405705
0.033941212,0.022248896,0.052444716,0.026215489,-0.237760555,0.068690333
-0.00612741,0.013035596,0.014947481,0.030022066,-0.174083034,0.030332714
-0.012522224,-0.023610823,0.010295707,-0.008492936,-0.308884152,0.024138448
-0.017027121,-0.034455406,0.003588785,-0.016295239,-0.326490602,0.019256827
-0.013223514,-0.035627172,-0.011781759,-0.019829918,-0.292768474,0.022797421
0.00050513,-0.021968053,0.008782035,-0.016259774,-0.323318891,0.035796155
-0.000921223,-0.020623968,0.021555953,-0.002830356,-0.326243989,0.034341603
0.007743869,-0.015224652,0.017617944,-0.003870663,-0.31517249,0.042494193
-0.00772017,0.004339251,0.014418311,0.00527931,-0.191338153,0.027657756
-0.015731517,-0.026747021,0.006763805,-0.010585372,-0.294047864,0.019923792
-0.006638519,-0.0293318,0.003699541,-0.018529535,-0.322492436,0.02849501
-0.014875706,-0.025288057,0.003281128,-0.008611153,-0.332506634,0.020562377
-0.015220408,-0.033042394,0.001041385,-0.018186706,-0.344476996,0.020150845
-0.032336639,-0.033708692,-0.013947664,-0.018399496,-0.254638651,0.00377471
0.030933985,0.010910333,-0.023054311,-0.035588205,-0.112743177,0.063936429
0.016337644,0.005235308,0.03132714,0.026038163,-0.283917853,0.049951437
-0.017811615,0.000203605,0.005471646,0.012987039,-0.195040267,0.01734817
-0.016266399,-0.030997546,-0.006416221,-0.021083015,-0.260172941,0.018731769
-0.00262096,-0.025448888,-0.000509207,-0.020030887,-0.253164618,0.031616977
-0.030945945,-0.018234483,-0.008422145,-0.005111938,-0.186799074,0.004569392
-0.033667901,-0.052652249,-0.015670543,-0.034465146,-0.291157996,0.001887339
-0.045304561,-0.054777511,-0.023201987,-0.03604925,-0.262039763,-0.009273692
-0.069707077,-0.064955796,-0.048257573,-0.047882743,-0.276108963,-0.032582013
-0.074081225,-0.082543779,-0.053155472,-0.072365422,-0.273186006,-0.036817954
-0.070325163,-0.090780607,-0.054509163,-0.076893122,-0.327998698,-0.033327028
-0.069778394,-0.0863233,-0.052921653,-0.072980149,-0.343071088,-0.032887114
-0.098875987,-0.089689256,-0.078814066,-0.072720072,-0.296197308,-0.060651332
-0.101621716,-0.117386597,-0.081472223,-0.101635879,-0.340197376,-0.063354672
-0.101823783,-0.119879472,-0.084462649,-0.103964748,-0.338238681,-0.063610106
-0.092944738,-0.111895378,-0.084770306,-0.104366684,-0.314055432,-0.055230463
-0.091423295,-0.10974714,-0.074937588,-0.095571362,-0.321519999,-0.05386815
-0.088558704,-0.107920563,-0.071664117,-0.094117296,-0.336085344,-0.051221574
-0.091815542,-0.107265752,-0.071368767,-0.091232808,-0.370664681,-0.054379017
-0.090353531,-0.108184785,-0.073227015,-0.094755666,-0.37312244,-0.053073468
-0.094276,-0.109126793,-0.073694654,-0.092710517,-0.335927683,-0.056876591
-0.095440855,-0.11194133,-0.076131297,-0.096954497,-0.329161691,-0.058047328
-0.089687899,-0.109057865,-0.074974507,-0.097663797,-0.269309881,-0.052661936
-0.115397905,-0.10820776,-0.096473578,-0.091894822,-0.247471304,-0.077165827
-0.118274383,-0.132056652,-0.099304022,-0.117997071,-0.317754821,-0.079959988
-0.115481109,-0.134492088,-0.098799465,-0.120645125,-0.372717582,-0.077390751
-0.117656297,-0.133745375,-0.097901106,-0.117855211,-0.366678777,-0.079546327
-0.123278503,-0.135974028,-0.104694173,-0.120207723,-0.32439157,-0.084964358
-0.123444911,-0.140672582,-0.105124893,-0.125054608,-0.338521303,-0.085203473
-0.126119322,-0.14068407,-0.107401554,-0.125657513,-0.316593969,-0.087832311
-0.123944134,-0.142705941,-0.107573842,-0.128388319,-0.352166765,-0.085844895
-0.125227852,-0.14210857,-0.106367827,-0.126106737,-0.358012484,-0.087146897
-0.121685743,-0.140465799,-0.107327717,-0.127572624,-0.372705125,-0.083858189
-0.126464024,-0.139041299,-0.10702006,-0.123919728,-0.339407125,-0.088473733
-0.131468144,-0.145359647,-0.114145396,-0.128932116,-0.339863758,-0.093300719
-0.132300183,-0.148714116,-0.11327165,-0.133719892,-0.340766513,-0.094158551
-0.130850058,-0.148978338,-0.113567001,-0.134854773,-0.354266965,-0.09285513
-0.128734302,-0.147071345,-0.114182315,-0.133152452,-0.352904852,-0.09093512
-0.137304304,-0.147197712,-0.118809476,-0.1309418,-0.333963344,-0.099148731
-0.134998367,-0.152665955,-0.119597078,-0.139465224,-0.382966714,-0.097053465
-0.134748755,-0.151287407,-0.116729715,-0.137337324,-0.380277329,-0.096900205
